"txid","refid","time","type","aclass","asset","amount","fee","balance"
"LB3GKC-VWD5M-I7NCEH","TMJLUD-AY4SP-TT7FCN","2016-03-06 15:59:30","trade","currency","XETH",-422.9855569300,0.0000000000,26828.6884695600
"LR63NS-ZGPOW-HTU4BX","TMJLUD-AY4SP-TT7FCN","2016-03-06 15:59:30","trade","currency","XXBT",10.8703060000,0.0282620000,45.0042731100
"LLVZRD-HWEWE-VVJXZJ","T5PB73-IQP5J-5J446M","2016-03-06 15:59:30","trade","currency","XETH",-41.1582789100,0.0000000000,26787.5301906500
"L4IISC-X5UI2-PWSZSF","T5PB73-IQP5J-5J446M","2016-03-06 15:59:30","trade","currency","XXBT",1.0557100000,0.0027450000,46.0572381100
"LFBSUT-IUHOW-OHXE3V","TDEMH5-YLXHV-PUKH4K","2016-03-06 15:59:32","trade","currency","XETH",-793.2300000000,0.0000000000,25994.3001906500
"LCXTPQ-E6ASG-ZQWMP3","TDEMH5-YLXHV-PUKH4K","2016-03-06 15:59:32","trade","currency","XXBT",20.3162070000,0.0528220000,66.3206231100
"LFMO27-5IVZZ-LQ56MY","TEX7GU-X7DIP-5MEGNK","2016-03-06 15:59:32","trade","currency","XETH",-1200.0000000000,0.0000000000,24794.3001906500
"LZ422C-LW3SG-3WA74Z","TEX7GU-X7DIP-5MEGNK","2016-03-06 15:59:32","trade","currency","XXBT",30.7332000000,0.0799060000,96.9739171100
"LFVM7P-UOR6V-HPEU4E","TXTWZV-UPM5O-ERDVDB","2016-03-06 15:59:32","trade","currency","XETH",-1.5128906200,0.0000000000,24792.7873000300
"LBKE4Y-4NUVE-JFNP4P","TXTWZV-UPM5O-ERDVDB","2016-03-06 15:59:32","trade","currency","XXBT",0.0387300000,0.0001010000,97.0125461100
"LOYVWR-73UIZ-ARLQJO","TA2PE4-JUKPY-IUDIJI","2016-03-06 15:59:32","trade","currency","XETH",-98.0303720000,0.0000000000,24694.7569280300
"LS4BRM-5Y7VG-FZUOVS","TA2PE4-JUKPY-IUDIJI","2016-03-06 15:59:32","trade","currency","XXBT",2.4997750000,0.0064990000,99.5058221100
"L73ELA-6L2QD-EVGZS7","TY522B-H4WGK-MSJNKM","2016-03-06 15:59:33","trade","currency","XETH",-1.1356544100,0.0000000000,24693.6212736200
"LR7LZF-6SDZD-OS7HAY","TY522B-H4WGK-MSJNKM","2016-03-06 15:59:33","trade","currency","XXBT",0.0289590000,0.0000460000,99.5347351100
"LRJWFS-IWY47-KK4RWD","TI2PM5-DURBS-5KYWBY","2016-03-06 15:59:33","trade","currency","XETH",-8.7066837700,0.0000000000,24684.9145898500
"LTDXRR-HKIF6-QHQCEH","TI2PM5-DURBS-5KYWBY","2016-03-06 15:59:33","trade","currency","XXBT",0.2220200000,0.0003550000,99.7564001100
"LVX6XX-Z4BFX-NNENYQ","TKE2OR-63S4D-EDLZSV","2016-03-06 15:59:33","trade","currency","XETH",-543.8700000000,0.0000000000,24141.0445898500
"L75WD5-J3T4Z-UYF5VH","TKE2OR-63S4D-EDLZSV","2016-03-06 15:59:33","trade","currency","XXBT",13.8686850000,0.0221900000,113.6028951100
"LFNWVN-7WXG3-XGO6MZ","TZS2EO-MA6RQ-R2ECIS","2016-03-06 15:59:35","trade","currency","XETH",-533.2600000000,0.0000000000,23607.7845898500
"LPJKK4-DJSBN-C3UW63","TZS2EO-MA6RQ-R2ECIS","2016-03-06 15:59:35","trade","currency","XXBT",13.5981300000,0.0190370000,127.1819881100
"LTB2BT-GBB6C-N7KLFC","TECIFP-VVDNO-4H76W5","2016-03-06 15:59:38","trade","currency","XETH",-766.3478431300,0.0000000000,22841.4367467200
"LYGRAS-MXCA7-JCUULZ","TECIFP-VVDNO-4H76W5","2016-03-06 15:59:38","trade","currency","XXBT",19.5418700000,0.0273590000,146.6964991100
"LV4REY-Q45I2-5NHSBT","TGMNJ3-BIMCX-SHUWWM","2016-03-06 15:59:38","trade","currency","XETH",-1667.5855767200,0.0000000000,21173.8511700000
"LLD3K7-WUIWO-B7MBYI","TGMNJ3-BIMCX-SHUWWM","2016-03-06 15:59:38","trade","currency","XXBT",42.5234320000,0.0595330000,189.1603981100
"LDQYO5-WMGXQ-574ZKS","TYAWPA-UYRZM-TMAKGL","2016-03-06 16:09:24","trade","currency","XXBT",-8.3918800000,0.0000000000,180.7685181100
"LIWXCS-5VIG7-LW7HN3","TYAWPA-UYRZM-TMAKGL","2016-03-06 16:09:24","trade","currency","ZEUR",3118.7079,4.3662,7857.3452
"LZDEUV-COIU5-7PL6PS","TMWWWE-L3U7N-PR3X2K","2016-03-06 16:13:54","trade","currency","XXBT",-0.2000000000,0.0000000000,180.5685181100
"LI7IFF-QLHNW-5QPAWP","TMWWWE-L3U7N-PR3X2K","2016-03-06 16:13:54","trade","currency","ZEUR",74.2444,0.1039,7931.4857
"LQGS55-T5IOP-PM6IML","TRUHNJ-7HSMP-MKBZGH","2016-03-06 16:13:55","trade","currency","XXBT",-11.7000000000,0.0000000000,168.8685181100
"LHI7US-RBGUQ-P3Y342","TRUHNJ-7HSMP-MKBZGH","2016-03-06 16:13:55","trade","currency","ZEUR",4343.1336,10.4235,12264.1958
"LAIVXR-T34EV-OPMC2V","THVAPK-LD6CO-RXMCKR","2016-03-06 16:13:55","trade","currency","XXBT",-9.1000000000,0.0000000000,159.7685181100
"LHKNNH-6XVEI-SOQZ43","THVAPK-LD6CO-RXMCKR","2016-03-06 16:13:55","trade","currency","ZEUR",3376.9190,8.1046,15633.0102
"LS3F7H-AU6BD-6UFG7H","T62DNT-NFUTG-TN4XJ4","2016-03-06 16:15:24","trade","currency","XXBT",-10.5890000000,0.0000000000,149.1795181100
"LTVOYU-53V24-WBFAY6","T62DNT-NFUTG-TN4XJ4","2016-03-06 16:15:24","trade","currency","ZEUR",3930.7533,9.4338,19554.3297
"L2ZYJU-2OC3G-FXR7O3","TNUTEF-B5E3D-V2FTMK","2016-03-06 16:15:25","trade","currency","XXBT",-10.7933005900,0.0000000000,138.3862175200
"L7K3JD-6NGRH-H2DWAD","TNUTEF-B5E3D-V2FTMK","2016-03-06 16:15:25","trade","currency","ZEUR",4006.0954,9.6146,23550.8105
"L4SFBN-3AQHB-7UZKOF","T72FZN-JNUHG-75I3FW","2016-03-06 16:15:25","trade","currency","XXBT",-9.7304738200,0.0000000000,128.6557437000
"LEA4JU-D6LFL-SCMP2T","T72FZN-JNUHG-75I3FW","2016-03-06 16:15:25","trade","currency","ZEUR",3610.8815,7.9439,27153.7481
"LZUTDQ-2SCG5-B254PM","T6NWHN-TUD6B-SGVNUZ","2016-03-06 16:15:25","trade","currency","XXBT",-0.1670466000,0.0000000000,128.4886971000
"LTBTVY-LYHOT-GGRW3X","T6NWHN-TUD6B-SGVNUZ","2016-03-06 16:15:25","trade","currency","ZEUR",61.9880,0.1364,27215.5997
"LQHOKM-MOH6J-NDAOBH","T54J36-VCECW-SBQSVC","2016-03-06 16:15:26","trade","currency","XXBT",-0.0321032400,0.0000000000,128.4565938600
"LG2H4C-YRLV5-S55BML","T54J36-VCECW-SBQSVC","2016-03-06 16:15:26","trade","currency","ZEUR",11.9103,0.0262,27227.4838
"LY7DDM-GCF54-BLWSE5","TAVJOR-UNN4N-5JDNCX","2016-03-06 16:15:28","trade","currency","XXBT",-9.7440000000,0.0000000000,118.7125938600
"LUYNJA-B7YKQ-CP6HIS","TAVJOR-UNN4N-5JDNCX","2016-03-06 16:15:28","trade","currency","ZEUR",3616.7779,4.3401,30839.9216
"LQK44H-VSE5L-H4MQLP","TEKSBG-ZYJB6-PXSRCB","2016-03-06 16:15:28","trade","currency","XXBT",-0.0269542400,0.0000000000,118.6856396200
"LQTJJP-DAN2Z-2GUHDD","TEKSBG-ZYJB6-PXSRCB","2016-03-06 16:15:28","trade","currency","ZEUR",10.0000,0.0220,30849.8996
"LVKJEQ-LPSUY-SOSP44","THPNQZ-3GGQQ-KCVFIG","2016-03-06 16:15:29","trade","currency","XXBT",-3.9171215100,0.0000000000,114.7685181100
"LHSH5W-BOIDE-TLMU6W","THPNQZ-3GGQQ-KCVFIG","2016-03-06 16:15:29","trade","currency","ZEUR",1453.2207,3.1971,32299.9232
"LURVIA-SPHKN-Z7Z37V","TDMHR4-45NET-3TJS5D","2016-03-06 16:19:46","trade","currency","XXBT",-0.1000000000,0.0000000000,114.6685181100
"LRN23U-YWWTU-NVZN3B","TDMHR4-45NET-3TJS5D","2016-03-06 16:19:46","trade","currency","ZEUR",37.0999,0.0816,32336.9415
"LBQLAR-MFN7J-BS4RM2","T7SRDG-PGLB3-DCYATM","2016-03-06 16:19:46","trade","currency","XXBT",-0.2673520600,0.0000000000,114.4011660500
"LL7ND4-JLS6Z-IGFWNR","T7SRDG-PGLB3-DCYATM","2016-03-06 16:19:46","trade","currency","ZEUR",99.1844,0.2182,32435.9077
"LLEEOQ-425MD-NV6IWN","TM4GJ6-BFC7C-L4IJ3H","2016-03-06 16:19:47","trade","currency","XXBT",-0.3701090900,0.0000000000,114.0310569600
"LGU5CT-BY4BI-PUUBIC","TM4GJ6-BFC7C-L4IJ3H","2016-03-06 16:19:47","trade","currency","ZEUR",137.2601,0.3020,32572.8658
"LGZKJJ-FSPPA-2W3GT2","T6H627-BNYAQ-UOSQKA","2016-03-06 16:19:47","trade","currency","XXBT",-0.2826000000,0.0000000000,113.7484569600
"LG4EMY-UEVXP-CCLWRM","T6H627-BNYAQ-UOSQKA","2016-03-06 16:19:47","trade","currency","ZEUR",104.7802,0.2305,32677.4155
"LLM3QG-ZLNVP-72KKMV","THROVP-ERU2M-7ZIGIX","2016-03-06 16:19:47","trade","currency","XXBT",-9.7290000000,0.0000000000,104.0194569600
"LJ5N6N-JA2Q4-6L54O7","THROVP-ERU2M-7ZIGIX","2016-03-06 16:19:47","trade","currency","ZEUR",3607.2213,7.9359,36276.7009
"LOZ44C-MNB5W-PAJOAC","T7OWKK-4FX5M-5EPDVB","2016-03-06 16:19:49","trade","currency","XXBT",-0.8000000000,0.0000000000,103.2194569600
"LJ7H5V-6ROVH-O2HVWA","T7OWKK-4FX5M-5EPDVB","2016-03-06 16:19:49","trade","currency","ZEUR",296.5552,0.6524,36572.6037
"L5EKOS-YEPY4-QEZ3ZJ","T3ONOI-CZH3Q-4RQIAX","2016-03-06 16:19:49","trade","currency","XXBT",-10.9350000000,0.0000000000,92.2844569600
"LQYCGE-T52KE-NVRKYC","T3ONOI-CZH3Q-4RQIAX","2016-03-06 16:19:49","trade","currency","ZEUR",4052.3251,8.9151,40616.0137
"L63LK2-P3AN4-RKHWZL","THHZIH-AIKGC-HIQDI5","2016-03-06 16:20:10","trade","currency","XXBT",-2.5236167300,0.0000000000,89.7608402300
"LAV4XK-TNHQM-ZPVBNZ","THHZIH-AIKGC-HIQDI5","2016-03-06 16:20:10","trade","currency","ZEUR",935.0000,1.1220,41549.8917
"LEWP6C-IOPAU-NEKIO7","TECVPR-GG6IU-KVWTYB","2016-03-06 16:20:16","trade","currency","XXBT",-0.1533200000,0.0000000000,89.6075202300
"LUEG57-FRQDO-53GWUE","TECVPR-GG6IU-KVWTYB","2016-03-06 16:20:16","trade","currency","ZEUR",56.8051,0.0682,41606.6286
"LB6UIV-BKWE2-HTBO6X","TCQ7S3-WLZEE-RHA7L4","2016-03-06 16:20:19","trade","currency","XXBT",-1.4699000000,0.0000000000,88.1376202300
"LHMJOV-KS6Q7-CGPVFZ","TCQ7S3-WLZEE-RHA7L4","2016-03-06 16:20:19","trade","currency","ZEUR",544.5980,0.6535,42150.5731
"LBAQPV-2MZ2Z-3YC7BU","TVPLBF-IJ2EL-NNYTSN","2016-03-06 16:20:26","trade","currency","XXBT",-0.5272635700,0.0000000000,87.6103566600
"LHSEB2-BBAEY-Z5I6G3","TVPLBF-IJ2EL-NNYTSN","2016-03-06 16:20:26","trade","currency","ZEUR",195.3512,0.2344,42345.6899
"LDK3Z5-TEI2R-OMYFGN","TO3BNF-6B2XG-NOMIQB","2016-03-06 16:21:02","trade","currency","XXBT",-0.0259000000,0.0000000000,87.5844566600
"L2NW23-HEK2E-VYO7GX","TO3BNF-6B2XG-NOMIQB","2016-03-06 16:21:02","trade","currency","ZEUR",9.5960,0.0115,42355.2744
"LG5OCS-EJ2AW-GEPT5Z","TV3NMU-HKTSF-TA5MCM","2016-03-06 16:21:02","trade","currency","XXBT",-0.0479000000,0.0000000000,87.5365566600
"LGJ2GC-EASC6-ADGLLS","TV3NMU-HKTSF-TA5MCM","2016-03-06 16:21:02","trade","currency","ZEUR",17.7470,0.0213,42373.0001
"LPVG72-KYPCQ-SISPIB","TDRL3W-PGLUD-GR462G","2016-03-06 16:21:19","trade","currency","XXBT",-0.1236000000,0.0000000000,87.4129566600
"LOAHGU-Q2HRR-OECGHD","TDRL3W-PGLUD-GR462G","2016-03-06 16:21:19","trade","currency","ZEUR",45.7938,0.0550,42418.7389
"LCTWES-KSPTA-3ICZAP","TTQWCY-3LUQ2-SJF35V","2016-03-06 16:21:45","trade","currency","XXBT",-0.5690000000,0.0000000000,86.8439566600
"LPSV65-CNFFJ-4JQ7HN","TTQWCY-3LUQ2-SJF35V","2016-03-06 16:21:45","trade","currency","ZEUR",210.8145,0.2530,42629.3004
"LUXYS2-T4HD4-O4XXEY","TB4JYT-5KVMP-LKT73P","2016-03-06 16:22:33","trade","currency","XXBT",-0.0204000000,0.0000000000,86.8235566600
"LBWB75-ZT3AG-YWJB22","TB4JYT-5KVMP-LKT73P","2016-03-06 16:22:33","trade","currency","ZEUR",7.5582,0.0091,42636.8495
"LNVVGO-MQJAR-S4OQ75","TNXKOV-2U6JD-NNNTQM","2016-03-06 16:22:50","trade","currency","XXBT",-0.0100000000,0.0000000000,86.8135566600
"L4TVDM-7VYPH-DOPFIT","TNXKOV-2U6JD-NNNTQM","2016-03-06 16:22:50","trade","currency","ZEUR",3.7050,0.0045,42640.5500
"L73LNM-OCS3M-SO4ZSN","T6FWZR-INIS5-PWOM3M","2016-03-06 16:23:31","trade","currency","XXBT",-0.3774188900,0.0000000000,86.4361377700
"LGVFLS-7TEYQ-QZAVQJ","T6FWZR-INIS5-PWOM3M","2016-03-06 16:23:31","trade","currency","ZEUR",139.8337,0.1678,42780.2159
"LHBRYA-YAHDT-HIBB7F","TERJZK-XVCDX-4VVZ5W","2016-03-06 16:23:34","trade","currency","XXBT",-0.1829000000,0.0000000000,86.2532377700
"LD4BB7-YQGTR-V7INRX","TERJZK-XVCDX-4VVZ5W","2016-03-06 16:23:34","trade","currency","ZEUR",67.7645,0.0813,42847.8991
"L35TWA-FNGOV-FW6TQA","T4ZQRY-USYZW-EWW54R","2016-03-06 16:23:35","trade","currency","XXBT",-12.3023785400,0.0000000000,73.9508592300
"LY6VZW-MOOPJ-7HMSFQ","T4ZQRY-USYZW-EWW54R","2016-03-06 16:23:35","trade","currency","ZEUR",4558.0313,5.4696,47400.4608
"L2JBZN-MPH3H-F4H23Y","T5UZCS-5UNOO-7BZMLA","2016-03-06 16:23:40","trade","currency","XXBT",-0.1994000000,0.0000000000,73.7514592300
"LZMDDH-Y73F4-PKN3KF","T5UZCS-5UNOO-7BZMLA","2016-03-06 16:23:40","trade","currency","ZEUR",73.8777,0.0887,47474.2498
"LDXDRV-IKR7S-XNZONU","TG6OLX-OJWMY-WSLV3I","2016-03-06 16:23:44","trade","currency","XXBT",-0.0989000000,0.0000000000,73.6525592300
"L2SUJ7-HZV3A-WBTSQQ","TG6OLX-OJWMY-WSLV3I","2016-03-06 16:23:44","trade","currency","ZEUR",36.6425,0.0440,47510.8483
"LU4FSP-LMIQD-JEKO42","TZBLU2-LT4BM-AXYA54","2016-03-06 16:23:45","trade","currency","XXBT",-0.0628303300,0.0000000000,73.5897289000
"LASJKO-TOYOS-G72TK5","TZBLU2-LT4BM-AXYA54","2016-03-06 16:23:45","trade","currency","ZEUR",23.2786,0.0279,47534.0990
"L3TM24-JK4EC-QJLTUF","T63DZY-3YT5X-XUOZIK","2016-03-06 16:23:53","trade","currency","XXBT",-0.1029000000,0.0000000000,73.4868289000
"L6BB5O-C5TMD-E2NKQB","T63DZY-3YT5X-XUOZIK","2016-03-06 16:23:53","trade","currency","ZEUR",38.1245,0.0458,47572.1777
"LM674V-PHSUN-BFQUWD","TY4VXB-NXI3Q-IMB3AC","2016-03-06 16:23:56","trade","currency","XXBT",-0.0962000000,0.0000000000,73.3906289000
"LDKHQS-DJX3L-7B6LCR","TY4VXB-NXI3Q-IMB3AC","2016-03-06 16:23:56","trade","currency","ZEUR",35.6421,0.0428,47607.7770
"L4CVZW-5SYSF-ZCVWHY","TPMROQ-26UIZ-QK2Y6V","2016-03-06 16:23:57","trade","currency","XXBT",-0.0134000000,0.0000000000,73.3772289000
"LJ2CNL-FP4B5-VOVH6U","TPMROQ-26UIZ-QK2Y6V","2016-03-06 16:23:57","trade","currency","ZEUR",4.9647,0.0060,47612.7357
"LXWNTT-ZBVIA-4SPNSR","TZIMHE-2NNLD-DXILOY","2016-03-06 16:24:00","trade","currency","XXBT",-0.0125000000,0.0000000000,73.3647289000
"LSVLRI-3MJFL-F4KWJ5","TZIMHE-2NNLD-DXILOY","2016-03-06 16:24:00","trade","currency","ZEUR",4.6313,0.0056,47617.3614
"LNHPQK-JCQJY-FE36AG","T5FJK6-ZOJHZ-4YRSWX","2016-03-06 16:24:01","trade","currency","XXBT",-0.0128000000,0.0000000000,73.3519289000
"LGKSEE-AKAM3-FFC7KJ","T5FJK6-ZOJHZ-4YRSWX","2016-03-06 16:24:01","trade","currency","ZEUR",4.7424,0.0057,47622.0981
"LMLRS2-SMBW7-EKZG5Q","TFVGEH-4BUS5-YAVI5M","2016-03-06 16:24:06","trade","currency","XXBT",-0.3738000000,0.0000000000,72.9781289000
"LP5VDI-NQPCJ-X7ZBNQ","TFVGEH-4BUS5-YAVI5M","2016-03-06 16:24:06","trade","currency","ZEUR",138.4929,0.1662,47760.4248
"LDWRVA-5MSS7-LYYCIZ","TGQYEX-LAJTU-GJHX46","2016-03-06 16:24:10","trade","currency","XXBT",-0.0487000000,0.0000000000,72.9294289000
"LYHQV6-RFCG3-NABNGL","TGQYEX-LAJTU-GJHX46","2016-03-06 16:24:10","trade","currency","ZEUR",18.0434,0.0217,47778.4465
"LQ7YWT-QEUVO-IZHCTL","TOR43P-FKCVD-6AWMOO","2016-03-06 16:24:14","trade","currency","XXBT",-0.1352009300,0.0000000000,72.7942279700
"LNK7VW-LK3XD-76MVNI","TOR43P-FKCVD-6AWMOO","2016-03-06 16:24:14","trade","currency","ZEUR",50.0919,0.0601,47828.4783
"LLIMBI-OXXNS-ZNLN43","TODJVV-WEQHV-7RTFRL","2016-03-06 16:24:18","trade","currency","XXBT",-0.3054662400,0.0000000000,72.4887617300
"LS3FLI-6O455-35BV2J","TODJVV-WEQHV-7RTFRL","2016-03-06 16:24:18","trade","currency","ZEUR",113.1752,0.1358,47941.5177
"LCD2LX-TPNPG-UPRCDE","TXLWFJ-PF4P6-HD756J","2016-03-06 16:24:28","trade","currency","XXBT",-0.1337000000,0.0000000000,72.3550617300
"LRWWV6-B5DVP-44OBKZ","TXLWFJ-PF4P6-HD756J","2016-03-06 16:24:28","trade","currency","ZEUR",49.5359,0.0594,47990.9942
"LFNKNF-SJ3S4-5WWPLS","T3K7F2-UONQO-FTQL4M","2016-03-06 16:24:38","trade","currency","XXBT",-1.1263864800,0.0000000000,71.2286752500
"L3UJRR-EANYN-2MLAHV","T3K7F2-UONQO-FTQL4M","2016-03-06 16:24:38","trade","currency","ZEUR",417.3262,0.5008,48407.8196
"LC6NK5-LNEVQ-XPHPUX","TNXEZZ-6NWGB-VBO3VX","2016-03-06 16:24:44","trade","currency","XXBT",-1.4601571400,0.0000000000,69.7685181100
"LWGNRA-OXY7F-4T6PYR","TNXEZZ-6NWGB-VBO3VX","2016-03-06 16:24:44","trade","currency","ZEUR",540.9882,0.6492,48948.1586
"LSPL5F-JBLMP-I2VJTK","QGBTB3F-HP6LIZ-ZH4FZR","2016-03-06 16:31:12","deposit","currency","XXBT",60.9699000000,0.0000000000,130.7384181100
"LN7YVE-WGDHX-V5WFNY","TOGORA-ZDYKY-EDRIGT","2016-03-06 16:31:31","trade","currency","XXBT",-0.8913000000,0.0000000000,129.8471181100
"LMX7PJ-ACWO4-QB7ZZP","TOGORA-ZDYKY-EDRIGT","2016-03-06 16:31:31","trade","currency","ZEUR",330.3470,0.7268,49277.7788
"LNTELN-QQLUA-K5UNP3","TSZULM-YLFPR-VLMXUL","2016-03-06 16:31:31","trade","currency","XXBT",-0.0385234000,0.0000000000,129.8085947100
"LGDSLD-BZA25-Q2CM4P","TSZULM-YLFPR-VLMXUL","2016-03-06 16:31:31","trade","currency","ZEUR",14.2781,0.0314,49292.0255
"LCXSGV-SKEXW-3I4ZPJ","TGQNB3-IINTG-WNZVWU","2016-03-06 16:31:32","trade","currency","XXBT",-5.0701766000,0.0000000000,124.7384181100
"LO6WQS-CDN3S-YVHLYN","TGQNB3-IINTG-WNZVWU","2016-03-06 16:31:32","trade","currency","ZEUR",1878.8046,4.1334,51166.6967
"LE5REZ-ODXGZ-XN6WYZ","QGBLQKZ-COZUAL-JWCVX2","2016-03-06 16:33:15","deposit","currency","XXBT",0.0009000000,0.0000000000,124.7393181100
"LRIJ3X-QVTXW-6JBAKZ","TN44XS-W4TRZ-HD7PRA","2016-03-06 16:36:46","trade","currency","XXBT",-1.1438000000,0.0000000000,123.5955181100
"LWWOC7-537FD-YATHLU","TN44XS-W4TRZ-HD7PRA","2016-03-06 16:36:46","trade","currency","ZEUR",423.2049,0.9311,51588.9705
"LHVPME-73VCO-AZWRFP","TM3LXE-YKHHC-7IK2FZ","2016-03-06 16:36:47","trade","currency","XXBT",-0.0286600000,0.0000000000,123.5668581100
"LTBNE7-SKSJS-RGXHQR","TM3LXE-YKHHC-7IK2FZ","2016-03-06 16:36:47","trade","currency","ZEUR",10.6017,0.0233,51599.5489
"LNTVB2-VJN6N-IRLVZZ","TJWNAH-7W3AV-53VZXA","2016-03-06 16:36:47","trade","currency","XXBT",-0.6349973600,0.0000000000,122.9318607500
"LVN5XT-DQCUB-2OYPJB","TJWNAH-7W3AV-53VZXA","2016-03-06 16:36:47","trade","currency","ZEUR",234.8303,0.5166,51833.8626
"LYWDJ2-QAPD3-D4JATM","T7DJFR-2AJWH-WCZO36","2016-03-06 16:36:47","trade","currency","XXBT",-12.1380000000,0.0000000000,110.7938607500
"LXWSUU-7QZKR-5O3B2E","T7DJFR-2AJWH-WCZO36","2016-03-06 16:36:47","trade","currency","ZEUR",4486.3505,9.8700,56310.3431
"LO6ZPB-NXGBT-WRBB4C","T3Q45J-62LCF-LQLJSK","2016-03-06 16:36:48","trade","currency","XXBT",-0.0100000000,0.0000000000,110.7838607500
"L46BOU-I7BKK-J5S3TD","T3Q45J-62LCF-LQLJSK","2016-03-06 16:36:48","trade","currency","ZEUR",3.6961,0.0081,56314.0311
"LSWSPP-FLAR2-PGW6FV","TY7W3Q-5H2D2-Z4G2OP","2016-03-06 16:36:50","trade","currency","XXBT",-0.0100000000,0.0000000000,110.7738607500
"LJANWW-OB5HJ-LHIQCC","TY7W3Q-5H2D2-Z4G2OP","2016-03-06 16:36:50","trade","currency","ZEUR",3.6951,0.0081,56317.7181
"LWT6C2-KJRFC-ZIT6JY","TFPG4W-ZUBN6-QNEN6K","2016-03-06 16:36:50","trade","currency","XXBT",-0.0100000000,0.0000000000,110.7638607500
"LNBW5T-RZXDO-EVKF3C","TFPG4W-ZUBN6-QNEN6K","2016-03-06 16:36:50","trade","currency","ZEUR",3.6950,0.0081,56321.4050
"LQWW7L-5JFRW-ZFNNCX","TEEXN2-4UUMH-UX2UB3","2016-03-06 16:36:51","trade","currency","XXBT",-0.1000000000,0.0000000000,110.6638607500
"LTSZ3H-BT5AN-M2YIL3","TEEXN2-4UUMH-UX2UB3","2016-03-06 16:36:51","trade","currency","ZEUR",36.9440,0.0813,56358.2677
"LATRT7-K6YVE-QHFRYC","TTLLFU-D7PSC-Q5RMSF","2016-03-06 16:36:51","trade","currency","XXBT",-0.0100000000,0.0000000000,110.6538607500
"LFYXNM-Y5CSE-ZGYTFT","TTLLFU-D7PSC-Q5RMSF","2016-03-06 16:36:51","trade","currency","ZEUR",3.6941,0.0081,56361.9537
"LYOHUJ-QKTBO-NMEPGY","TFE7JZ-UBGYR-STYDLV","2016-03-06 16:36:51","trade","currency","XXBT",-11.5190000000,0.0000000000,99.1348607500
"LK5KM2-WXFS5-UP327V","TFE7JZ-UBGYR-STYDLV","2016-03-06 16:36:51","trade","currency","ZEUR",4255.0495,9.3611,60607.6421
"LNMK2U-2AKUL-QUF5WX","TXQYOZ-HP7K4-IMQZZ2","2016-03-06 16:36:53","trade","currency","XXBT",-0.0100000000,0.0000000000,99.1248607500
"LQGJA4-V25PH-NUCER7","TXQYOZ-HP7K4-IMQZZ2","2016-03-06 16:36:53","trade","currency","ZEUR",3.6931,0.0081,60611.3271
"LYWYT3-HTOSN-PSB45C","TMI5VO-HT55W-AVXULC","2016-03-06 16:36:54","trade","currency","XXBT",-0.0100000000,0.0000000000,99.1148607500
"LV2DRK-PBKJW-VRNSGD","TMI5VO-HT55W-AVXULC","2016-03-06 16:36:54","trade","currency","ZEUR",3.6921,0.0081,60615.0111
"LCRCJN-6W24Z-H7BXRF","T5NMLL-PIEF2-4DWPTP","2016-03-06 16:36:54","trade","currency","XXBT",-11.5990000000,0.0000000000,87.5158607500
"LBNUVC-M5G5B-7LVVWL","T5NMLL-PIEF2-4DWPTP","2016-03-06 16:36:54","trade","currency","ZEUR",4281.9100,9.4202,64887.5009
"LNTWPQ-WD54V-SODUOH","TH6QPS-ABF7B-NY22UZ","2016-03-06 16:36:54","trade","currency","XXBT",-0.0100000000,0.0000000000,87.5058607500
"LES3XD-KTFSQ-3UVLCR","TH6QPS-ABF7B-NY22UZ","2016-03-06 16:36:54","trade","currency","ZEUR",3.6911,0.0081,64891.1839
"LKG2W2-6O74H-7S2X23","T5QUFR-N4MPB-EWV3B7","2016-03-06 16:36:55","trade","currency","XXBT",-0.0100000000,0.0000000000,87.4958607500
"L6GTPH-PW2WO-6HKD6Z","T5QUFR-N4MPB-EWV3B7","2016-03-06 16:36:55","trade","currency","ZEUR",3.6901,0.0081,64894.8659
"L5JKJS-CXC3V-BVRMLA","TQXFOO-MA5NO-MKS3MY","2016-03-06 16:36:57","trade","currency","XXBT",-11.0200000000,0.0000000000,76.4758607500
"LSD323-HS37I-HWB6BF","TQXFOO-MA5NO-MKS3MY","2016-03-06 16:36:57","trade","currency","ZEUR",4068.2644,4.8819,68958.2484
"LWSBJ4-BR4G5-OGWFWD","TU5NGI-2D54Q-2PSIZQ","2016-03-06 16:36:57","trade","currency","XXBT",-0.1000000000,0.0000000000,76.3758607500
"LBWQ7Y-JN2GU-EYFWWH","TU5NGI-2D54Q-2PSIZQ","2016-03-06 16:36:57","trade","currency","ZEUR",36.9003,0.0812,68995.0675
"LVJEYL-T7ZHH-2POYZO","TP4EXQ-MCXS5-PYMPWA","2016-03-06 16:36:58","trade","currency","XXBT",-2.2100000000,0.0000000000,74.1658607500
"L7APZK-CWUGZ-HJVMGP","TP4EXQ-MCXS5-PYMPWA","2016-03-06 16:36:58","trade","currency","ZEUR",815.4900,1.7941,69808.7634
"LFCEV2-YKI7W-ZL2INT","TCCBJW-7TAQL-N6OCDE","2016-03-06 16:36:59","trade","currency","XXBT",-10.4265426400,0.0000000000,63.7393181100
"LNR7EF-NTOJN-EVIJ2F","TCCBJW-7TAQL-N6OCDE","2016-03-06 16:36:59","trade","currency","ZEUR",3846.9563,8.4633,73647.2564
